kmbl,kembali,assalamualaikum bunda aku skrg berusia th menikah kurang lebih tahun bulan selama itu ak telah kl mengalami keguguran tepatnya september dan februari setiap mengalami keguguran usia kehamilan memasuki bln awal ny kluar flek lm pendarahan gt sedih banget rasanya dan harus d cureye bun ak pengen nanya apakah riwayat keguguran curete kl kemungkinan bs hamil kembali karna stlh mengalami keguguran ke ak sdh progmil kmbl tp smpi skrg blm dikasi kemungkinan penyebab keguguran it ap ya bun ak priksa k dr insyaallah ga ad masalah ya mngkn blm rejeki ya bun mohon penjelasannya ya bun dan apa resiko ny bg yg srng mengalami keguguran dan kemungkinan lainnya trima kasih sebelumnya allahu rabbi la syarikalah 
msti,mesti,dok klo ari dibawah bisa naik atau keposisi semula ndag y krna sblumna sya mngalami pendarahan jdi msti istrht 
istrht,isirahat,dok klo ari dibawah bisa naik atau keposisi semula ndag y krna sblumna sya mngalami pendarahan jdi msti istrht 
berhnti,berenti,mlm dok sy mau nax ank sy kuat mnum susux jd sy bntu dgn susu formula tp skrg dy mlah lbh suka susu formula d banding asi gmn yah dok biar ank sy berhnti minum susu formula n mau asi lg 
plng,pulang,saya mau tanya baby saya td pagi imun hepatitis stlah plng bdnny terasa hangat dn dy batuk pilek smpe mlm ini blom jg trun panasny apakah ini biasa dlm imun 
kandugan,kandungan,aslamalaikum dokter saya ingin bertanya brpa hri sesudah haid bisa mndptkn masa subur dan makanan apa sj yg bisa membntu untuk menyuburkan kandugan terima kasig mohon bantuanx yah
janinx,janin,sallam dok mau tanya niiih hpth q tgl sept ni berarti skrg khamilan q udh msuk mnggu ke ya kira janinx sudah sperti apa yah trus ko perut q blm buncit ya dok 
brhbngan,berhubungan,gni dok minggu kmrn kn sya pndrhan ampe hr tpi skrang da ngk lg alhamdulillah byi y shat skrang da jaln blan akn ttpi doktr kndungan nganjurin ngk blh brhbngan suami istri dlu prtanyaan saya smpai kpan ngk blh brhbngan suami istri trma ksh dok
hrusnya,harus,siang dok aaya mau tanya nih usia kndungan saya skrg w pas kontrol bulan ini hrusnya saya di jadwalkan imunisasi tt tp waktu saya kontrol kebetulan habis ahirnya sampe skrg saya blm menerima imunisasi apakah ada dampaknya kalo saya gak menerima imunisasi dan sepenting apa imunisasi tt trimakasih dok 
oktbr,oktober,mlm dok saya wira usia tahun saya menikah udh bulan saya memiliki siklus haid yg tidak lancar dr sblm menikah sampe skrng saya blm haid tgl oktbr kmrn saya iseng ke bidan krna perut sy makin lama makin besar dan tampak penuh setelah sy di cek bidan kt bidan fundunnya udh terasa tp coba di cek pake test pack hasilnya negatif saya dianjurkan tuk usg tgl bln ini yg saya ingin tanyakan saya hamil atau g buk trus gmn cara melihat perubahan fisik tanda hamil dok mksh
glycerin,.,pagi dok kehamilan saya sekarang w saya memakai kosmetik yg berbahan seperti berikut alcohol denat carbomer aluminum starch octenylsuccinate phenoxyethanol pachyrrhizus erosus root exrtct sodium lauroamphoacetate perfume titanium dioxide tetrasodium edta methylparaben niacinamide potassium hydroxide dicaprylyl ether etidronic acid propylparaben tocopheryl acetate sodium ascorbyl phosphate menthone glycerin acetal apakah saya boleh menggunakannya atau tidak mohon penjelasannya terima kasih atas waktunya dok 
bantet,.,bunda mau tanya bayiku saat ini sedang sakit campak apa tindakan yg sebaiknya saya lakukan jika saya baca artikel di inet ada kasus dimana virus campak menyerang otak dan itu membuat saya khawatir karna saya tinggal jauh dari orang tua dan apakah mitos bahwa jika anak dimandikan dan terkena angin akan membuat campak menjadi bantet seperti apakah campak yg bantet dan apa bahayanya jika campak bantet terima kasih sebelumnya mohon infonya ya 
brnti,berenti,askalmlaykum bunda sy mhon solusinya dlu sy hamil pertma tp umur blan byiku mengal dlm rahim kjdr ahrx sy di kuret d rmah skit dkter mxrnkn agar sy pkai sntk kb dlu bln dan bln juni lalu sy sdah brnti sntik kb udah bln tp knpa ya bun sy blm hmil jugak pdhl kmi sgt mentikn khdrn anak dlm rmh tngga kmi mhn slusix bun wsslam 
subr,subur,hari trkhir menstruasi okt kira kpn msa subr sy 
selonjor,.,selamat malam bu bidan saya hamil minggu saya kemarin jatuh kepleset karna keset nya basah saya pun jatuh dengan posisi duduk kaki kanan selonjor yg kiri nekuk tapi tidak kebanting cuman terprosot gitu bu bidan gak ke banting bgt tapi pinggang jd sakit pegal sya pun lgsg kaget unyungnya debay masih gerak aktif lagi bahaya tdak bu kalo sy abis jatuh bgtu dan ada benturan tdak terima kasih
mnerus,menerus,dok apakah pemakaian pampers ato clodi pada anak trus mnerus dpt menyebabkan anak jd peqoh ato struktur kaki bisa seperti huruf o 
sbentar,sebentar,selamat pagi dok mau sharing saya itu sedih krna cm bs nyusuin anak smpe umur mggu saja slanjutny sdh pake formula krna wktu umur mggu beratny turun dr jd kg krna awalnya saya salah posisi gendongny dan asi saya volume yg keluar tidak byk shga kata dokter saya si kecil cm capek sedot aja tp asiny g sbrapa n posisiny g nyaman utk si kecil sekarang umur anak saya bln setengah kdg saya pompa tp dpt maksimal ml saja itupun shari cm bs pompa skali kdg cm dpt ml padahal saya sudah makan sayur an buah susu saya pgn skali beri asi eksklusif bgm ya dok biar asi saya byk skrg si kecil kl saya tetekin cm mau ngemut sbentar stlh itu dbuat mainan mohon saran dan masukanny ya dok terima kasih
beruntus,.,siang dokter aku diana sekarang aku hamil minggu satu bulan sebelum hamil wajah aku tiba beruntus merah lalu aku berlanggaran produk orchid skincare setelah pemakaian wajah aku halus dan terhindar dari jerawat beruntus merahnyapun hilang lalu setelah aku tau aku hamil aku berhenti memakai produk tersebut tapi wajahku kembali beruntus merah dan kasar aku tanya sama dokternya disarankan dihentikan pemakaianya lalu bagaimana dengan wajahku aku merasa tidak pede dan risih tolong solusinya dok terimakasih
nyeriny,nyeri,dok saya mau tanya saya setelah kuret bulan menalami haid pertama pd bulan oktober tgl itu maju dr biasany tgl di bulan november ini mundur sam pai tgl nyeri aid pun tdk seperti biasany sekarang di bulan nov ini nyeriny teramat sangat sampai meriang dan darah yg keluar di pembalut tdk bnyak sperti dibulan oktober darah akan banyak keluar pada saat saya buang air kecil dan itu bersama gumpalan darah sebelum buang air kecil biasany disertai rasa mulas yg berlebih apakah itu normal atau ada kelainan ya dok 
perur,perut,sya lg bingung knpa y akhir ini sya doyan mkn perur kembung pd sakit akhr bln oktobr haid tpi awal nov dah haid trus kira itu gmn ya mksdnya skrg dah awal desembr ada tnda hamil apa gmn trmksh
trhdap,terhadap, slamat malam sy mau share aja saya n suami maupun kluarga lain tidak punya riw alergi apapun tetapi knp anak sy alergi trhdap protein susu sapi coklat seafood telur dan mungkin msh bnyak yg saya tidak tau mgkin saya bs dpt info nya n jg makanan apa yg sebaiknya saya berikan pada anak saya trimaksih
diapotek,apotek,hai dok saya mempunyai bayi berumur sekitar bln saya hawatir dengan kondisi mata sebelah anak saya dia sering mengeluarkan air mata dan mengeluarkan kotoran ia sering sekali menggosok matanya sampai pelopak matanya memerah saya sudah mencoba mengobatinya denfan salep mata yang dibeli diapotek tp hanya setelah diobatin mata membaik ktika sudah lama mata kemvali berair mohon solusi dan sarannya terimakasih 
kbtulan,kebetulan,dok sy mw tnya brp berat ideal bayi usia bln kbtulan ank sya umur bln bb nya kg apakah trmsuk nrmal atw bayi kurus tingginya 
trmsuk,termasuk,dok sy mw tnya brp berat ideal bayi usia bln kbtulan ank sya umur bln bb nya kg apakah trmsuk nrmal atw bayi kurus tingginya 
trkna,terkena,dr sya hmil w skrg ada merah di bahu sedikit stlah dpriksa ktnya trkna herves apa ada dampak negatif buat janin trus amankah minum antibiotik u herves nya mksh dr
herves,.,dr sya hmil w skrg ada merah di bahu sedikit stlah dpriksa ktnya trkna herves apa ada dampak negatif buat janin trus amankah minum antibiotik u herves nya mksh dr
hulan,bulan ,siang dok anak saya umury hulan dan mu ganti susu gmn caray untuk memberiy y
brikn,berikan ,dr saya mau tya bayi saya bru bunyi napasnya grok grok grok seperti org mendengkur sewaktu lahir smpe usia bln dy engga bgtu dy smpt batuk pilek aku tkt suara grok grok itu akibat dy ga bisa klrin dahak cm kashan tkutnya hidungnya mmpet ada yg menyarankan di uap aja tp baik tdk bwt byi saya sbaiknya apa yg harus saya lakukan dok dan tolong brikn pnjlsn knp bayi saya bgtu 
hitungn,hitungan,dok saya mau tanya prtma saya haid tgl september trakhir saya haid lg tgl oktober stlh saya periksa k bidan mnurut hitungn dy kt y saya hamil udh mnggu kira bnr gk ya dok hitungn y sdngkn saya nikah aja bru bln mohon jwbn y
dirs,rumah sakit,berapa yach biaya persalinan normal dirs bhakti asih
pydra,payudara,malam sya wanita umur tahun sya mau brtnya sya terakgr haud tgl oktbr sls sktr nov tp smpe tgl des ini sya blm haid jg kali tes ngtf tp pydra sy skt gjla sprt haid tp biasa ny sy saat pms jrwtn tp ini tdk mnrt doktr apa sya telat atau kmgknan hml trm ksh 
mndekati,mendekati,dok saya mau tanya setiap mndekati tanggal mens saya sllu mngalami kputihan yg bnyak lalu stiap slsai brhubungan bsok nya sperti ada cairan putih bening kluar it apa ya dok
norml,normal,siang dok sy mau bertnya anak sya umr nya bulan dia banyak makan susu cukup ngemil jg dia doyan bhkn ttg makanan dia sgt lahap tp knpa smnjak dia sdh bsa jln bert bdn sulit untk naik tp anak sya ckp aktf perkmbgan norml hny sj bert bdn yg tdk baik tlg di jwb ya trm ksh 
dksih,dikasih,ankq usia bln dlehernya ruam merah trz dpunggung dan sekitar leher jga bintik merah kecil dy ada alergi susu sapi tapi sudah aq gnti soya trz uda aq ksh macem obat tapi ga sembuh kira dksih apa lgi yaa 
obatin,obat,dok saya mau masalah keputihan saya yg bau sudah di obatin ini itu tp gak sembuh jg dok saya stress sama coment suami saya solusi nya ya dok mksh
iitu,itu,perut keram dan payudara sakit pinggal pada pegel itu tanda hamil bukan yah karna masa menstruasi saya masih lama minggu lg apakah iitu tanda hamil tolong di jelas kan ya dok 
dbri,diberi,dok saya kmarin sempat sakit di usia khmilan w ini kmrin saya makan terlalu bnyak yg mnyebabkn prut saya begah kbtulan saya pnderita maag akut krna trlalu bnyk mkan yg asam maag sy kumat akhrny ulu hati sakit sampe tdk bsa nfas kmdian sy dbri obt maag bhayakh bgi janin saya 
kbnyakan,kebanyakan,bgmna caranya biar suply asi lbh bnyak ya bunda asi saya ada cuma tdk bnyak atau bocor sprti org kbnyakan jadi si dedek kalo lg mimik n suply asi udah berkurang jadi ngamuk terpaksa dibantu sufor pdahal pengen banget asi eksklusif smpe bulan bund jadi sedih 
kmdn,kemudian,selamat pagi dok akhir ini sy sering mual dan pusing kemudian sy mencoba ke dokter dan dokter pun mendiagnosa hamil kemudian dikasihlah test pack kmdn sy pakai drumah dan hasilny satu warna terlihat jelas dan satu warna samar sy belum waktunya datang menstruasi maksud dari hasil test pack tsb apa ya dok terima kasih sebelumnya 
brtambah,bertambah,pada usia khamilan bulan sering sakit pinggang and lemas badan and selera makan gk ad pdahal kn usia khamilan segini harusnya slera makan brtambah ap solusi na ne 
pnjang,panjang ,sore dokter dok saya pny masalah dr dlu siklus haid saya tdk tratur siklus trakhir ini yg plg pnjang bs sampai hr dan yg plg pendek hr jk menggunakan hitungan siklus terpanjang dan terpendek maka masa subur saya bsa minggu apa mmg dmikian dokter saya br haid tgl desember kmrn dan ingin promil bayi laki bgmn menentukan saat yg tepat untk brhubungan ya dok terima ksh
susuny,susu,dok anak sya thn kl disrh mkn ssh bgt uda brbagai vitamin q ksh tp g mempan trs syr dan nasinya pun uda q pariasi mnm susuny jg biasa g bnyk q mst gmn dok dan vitamin apa yg paling bgs buat ank q agar pertumbuhanny maksimal 
kemrn,kemaren,dok usia kandungan saya minggu paz minggu kemrn periksa katanya air ketubanku jernih tpi sedikit bahaya g ce sama ce dede dan pengruhnya saat lahiran 
mohin,mohon,bunda mau tanya kalau haid tgl nov selesai haidx tgl nov masa suburx minggu keberapa bun haidku akhr inu krg normal yg biasanya hari skrg cm hari sj mohin jawabanx bunda makasih
hyy,hay,hyy salam kenal saya eva saya mau nanya saya mempunyai bayi berumur bulan hari tapi berat badannya kg aja dari brumur bulan dia sering mencret dan batuk dan yg saya tanyakan bagaimana ya caranya agar berat badan anak saya bertambah dan apa ya obat yg baik untuk obat mencret dan batuk berdahak sedangkan anak saya tidak minum asi lagi thx
brcampur,bercampur,dok saya sudah menikah bulan saya mau bertanya bulan desember saya haid tanggal dan ditanggal januari sudah bersih tapi sekarang ditanggal saat saya selesai campur dengan suami kluar sdikit darah brcampur dgn sperma suami saya lalu esok hari kenapa ada keluar flek merah kcoklatan lagi tpi sedikit yang saya tanya flek apakah itu dan berbahayakah saya mohon dijawab ya dok sebelumnya saya ucapkan terimakasih 
khmlan,kehamilan,gni dok skrang khmlan sya d jlan minggu dok tp rasa nyeri it blm hlang jg it dh brlansung dri usia khamilan sya brjlan mggu dan rasa nyri it hnya bsa hlang klu dbwa bring aj jd aktftas sya sdkit terganggu mhon infonya dok terima ksih 
hlang,hilang,gni dok skrang khmlan sya d jlan minggu dok tp rasa nyeri it blm hlang jg it dh brlansung dri usia khamilan sya brjlan mggu dan rasa nyri it hnya bsa hlang klu dbwa bring aj jd aktftas sya sdkit terganggu mhon infonya dok terima ksih 
selese,selesai,siang dok sy mau crita neyh bulan nov kmren tepatnya tgl sy menstruasi tgl sy selese mens tapi di tgl desember sy mens lagi dan sampe tgl januari ini sy telat masih belum mens lalu yg sy mau tnya apakah kemungkinan sy hamil ada soalnya di bulan nov itu mens sy juga mundur mau cek testpek takut kecewa maksih dok
jwbanx,jawab,dok sya wnita th sdh pnya ank satu thn pgen bget ngasih adik tp suami sya skrg krja di luar kota dn cuti bln skli drmah cma mgg wktu haid sya tglx sllu sma bln dri juli okt nop tgl dn des tgl haidx mgkin jan ini tgl suami sya dtang cuti maret nnti tgl smpe tgl april skrg sya sdang knsmsi folavit dn nature e tp dri bln sblmx jg sya bgtu dn blm hmil jg sya msh bgg masbur sya mhon jwbanx agr sya bsa hmil dok mksh
gthu,gatahu,assalamualaikum malam bun mw tnya nich akhir ini kaki sblh kiri rasanya seperti kram gthu itu knpa ea bun bahaya ato tdk krm sblm hamil blm pnh ngrasain gthu mohon pnjelasanya thx 
jtuh,jatuh,ank saya umur mnggu kmrn hbs jatuh dr kasur ketinggian cm pertama kali yg mendarat adalh kplax sktr mnt dr kjadian tu bgian alis mata kiri merah sekitar jam merah bks jtuh tu pun hilang mnurut dktr apakh perlu pmeriksaan lbh lnjut
lnjut,lanjut,ank saya umur mnggu kmrn hbs jatuh dr kasur ketinggian cm pertama kali yg mendarat adalh kplax sktr mnt dr kjadian tu bgian alis mata kiri merah sekitar jam merah bks jtuh tu pun hilang mnurut dktr apakh perlu pmeriksaan lbh lnjut
mksd,maksudnya,dok saya ibu muda yg bru melahirkn bln lalu yg mau saya tanya kan apa bnr jika ingin memasang kb hrs haid dlu sdngkn saya blm haid stlh nifas slesai hingga skrng was saja takut hamil lagi jd slma ini msh pke kondom untk antisipasi yg d mksd gizi buruk it sprti apa pada bayi karena ank sya kecil tp kms grafik ny naik apa mngkn ada faktor keturunan mhn pnjelasan ny trma ksh
dikatakn,dikatakan,td sy tp hasiln satu garis yg ke dua itu samar itu bs dikatakn positiv pa enggak 
teruz,terus,halo info bunda anak saya sekarang berusia bulan lebih dan susu formulanya sudah minum yang sampai bulan tapi anak saya jadi buang air besar teruz sudah ganti susu formula yang lain tetap saja bab apalagi babnya cair gara itu ibu saya memberi anak saya susu dancow full cream dan ternyata bab anak saya berhenti sudah hari anak saya mengkonsumsi dancow full cream yang ingin saya tanyakan apakah aman dan apa efek memberi dancow full cream kepada bayi d bawah tahun seperti anak saya karena dancow full cream kan tidak dianjurkan untuk anak di bawah tahun rnmohon bantuannya ya rnterima kasih 
rnmohon,mohon,halo info bunda anak saya sekarang berusia bulan lebih dan susu formulanya sudah minum yang sampai bulan tapi anak saya jadi buang air besar teruz sudah ganti susu formula yang lain tetap saja bab apalagi babnya cair gara itu ibu saya memberi anak saya susu dancow full cream dan ternyata bab anak saya berhenti sudah hari anak saya mengkonsumsi dancow full cream yang ingin saya tanyakan apakah aman dan apa efek memberi dancow full cream kepada bayi d bawah tahun seperti anak saya karena dancow full cream kan tidak dianjurkan untuk anak di bawah tahun rnmohon bantuannya ya rnterima kasih 
pipisnx,pipis,assalamualaikum nhai dok nnama sy jesiya umur sy thn sy sdh memiliki ank dan pernah hamil diluar kandungan kehamilan kedua dan di operasi sy blm dtg haid jg dr tgl nov sampai skrg pernah sy keluar flek warna cokelat muda itu hanya dlm hari tp pas hari ke sy pipisnx sakit bgt n terus san pipis sy lihat ada darah beku dan cairan putih di pipisnx tp itu hanya terjadi malam bsknx rasa sakit dan pipisnx tdk ada sy bingung sy hamil atau tdk karna sy test pack sdh test pack tp hasilnx negatif jg nah ini selama hari di bawah puser n di atas puser bagian kiri keram apakah itu tanda tanda hamil atau ada penyakit lain nnterima ksh dokter 
sedkit,sedikit,dear all salam kenal yah mau share neh mdh ada yg bisa kasih informasi atau punya pengalaman yang sama bln yg lalu sy bo lalu di berikan obat sm dokter utk ngebersihin kemudian sy haid tgl des tp saat tgl jan sy flek dan ada sedkit darah pink kira ada yg punya pengalaman yg sama atau yg bisa membantu menjelaskan sy jg pernah melahirkan namun anak sy meninggal di dalam janin saat umur bln dan siap lahir 
sbnarnya,sebenarnya,brp lm biasany jarak waktu antara kontraksi palsu dgn kontraksi yg sbnarnya
bidanya,bidan,salam kenal dok saya iin dari lombok mau tanya ni kmaren q keguguran umur bulan untuk pertama kalinya karna kecapean sama bidanya disaranin pake suntik bulan katanya rahim q masih terlalu muda q ikutin nah ampe bulan lebih keluar darah udah di cek ke dokter n lab dikasih vitamin n primolut setelah konsumsi haid q berhenti skarang udah bulan haid q teratur yang q pertanyakan baru hari berhenti haid q berhubungan trus jarak hari ada plek coklat keluar apakah q hamil dok dan kalo haid nya udah teratur apa q udah subur kembali 
nyutan,nyut’’an,hay dok aku mau tanya tahun yang lalu aku melahirkan dengan oprasi cesar nah sekarang luka oprasinya itu sering nyeri nyut nyutan gto yang aku mau tanya itu bahaya tidak 
ladyfem,.,saya butuh informasi lbh detail atau testimoni buat para bunda yg bhsil promil dgn ladyfem terimakasih
dbawah,dibawah ,siang infobunda saya mau tanya seputar tanda kehamilan saya sdh memiliki anak berusia thn saat ini saya ingin skali menambah momongan tgl desember saya mens selesai dtgl desember dbln brikutnya saya mens tgl januari selsai tgl ato januari lalu berhubungan smpe januari dgn hari yg slang sling ato hri gtu tgl januari tiba saya ngeflek hri cm sblm ngeflek itu saya sdh merasakan kram dbawah perut payudara saya sakit bdan rasa pegel makan yg berlebih n serik bak saya sdh x tp trakhir td pagi yg hasilnya msh apa saya hrs menunggu smpai telat dtng bulan ato saya hrs kedokter ya bskan kita membedakan bau darah mens dgn bau darah flek krn klo menskan biasanya darah itu amis nah mens yg yg trakhir n flek tdk berbau amis thx 
trkdang,terkadang,bila menjelang malam trkdang buat tdr malam trganggu krn sesak semasa kandungan mencapai bln solosi nya gmn 
tdnya,tadinya,malam dok saya mo nanya saya kb pil ko g menstruasi ya ru nyoba sebulan ini tdnya suntik yg per bln tp ber bdn terus naek itu efek dr kb ato gamna ya trims
mtor,motor,malam dokter tanti mau tny lg q suka ngrasa skt di bwh perut klo hbis berpergian naik mtor jalanan ga bagus ato ap suka lngsng skt it knp y dok prn priksa ke dokter ktany ad ap gtu pas di usg cm sya ngerasa skit pas berpergian ato hbis berhubungan mhon di jwb y dok mkasih
mngguan,mingguan,hai dok sya mau tnya dok sya sdh terlambat haid mngguan tp stlh saya tespek itu msh negatif jd itu gmn dok tp bkan kx ini ja sya ska telat haid tp brp bln blkngan ini sya sring tlat haid itu gmna dok apa beresiko apa tdk n vit apa spya sya slalu haid teratur dan cpet mempunyai keturunan saya sdh mnkah thn tp blm d ksh ktrunan thx dok 
ktrunan,keturanan,hai dok sya mau tnya dok sya sdh terlambat haid mngguan tp stlh saya tespek itu msh negatif jd itu gmn dok tp bkan kx ini ja sya ska telat haid tp brp bln blkngan ini sya sring tlat haid itu gmna dok apa beresiko apa tdk n vit apa spya sya slalu haid teratur dan cpet mempunyai keturunan saya sdh mnkah thn tp blm d ksh ktrunan thx dok 
mmkai,memakai,ass sya brhti mmkai suntik kb tggl novmbr saat itu jga sya trkhr brhnti dtng blan smpai saat in sya tdak dtang bulan apkh sya hmil dok udh bln in sya tlat dtg bln sya jg mmpunyai ank usia thun trmksih dok wsslm 
tmksh,trima kasih,dok saat ini usia kandungan sy minggu kmrn sy periksa k dokter kandungan klu janin bayi di kandungan sy posisinya melintang plasenta dibawah dan air ketuban sedikit yg mau sy tanyakan apa penyebab semuanya terjadi dan bgmn mengatasinya shngga posisi janin bayi plasenta normal dan air ketuban jg seimbang sebagai informasi sy rajin konsumsi vitamin dr dokter mkn sayur buah minum susu ttp sy terlalu banyak beraktivitas krn sy jg wanita karier dan irt tanpa pembantu tmksh atas jawabannya 
mmbrikan,memberikan,dok bayi saya lahir januari pada usia khamilan saya minggu saya pecah ketuban dini krna ada infeksi saluran kandung kemih dokter sudah memberi pematang paruparu dan anti kontraksi slama malam bermaksud menunda klahiran krna ketuban sya masih bagus dan banyak tp pd ahirnya bayi saya lahir bayi saya langsung dikasih glukosa hari kmudian bayi terdeteksi kuning bilirubin lalu disinar hari pada hari k trdeteksi bakteri dlm darahnya lalu dokter mmbri antobiotik bayi pulang dr rs dan di rumah slama minggu lbh lalu ktika kontrol bilirubinnya naik jd mnurut dokter bayi sy kna breastmilk joundice jd sy dsuruh stop asi dan mmbrikan sufor pd bayi slma hari dan bayi disinar slma malam keesokan harinya bilirubin turun jd yg aneh berat badannya turun lahir kg hari kg hari kg hari kg hari kg hari ini blm ditimbang knp ya bb nya menurun bgitu dok melihat background kelahirannya sprti yg sudah sy paparkan sblmnya terimakasih maaf kalau kepanjangan thalita 
bntr,sebentar,anak saya umur bln baru bisa jln kadang kl jalan ga merhatiin skitar alhasil suka tiba ke jedot itu sering terjadi bahaya ga ya tpi setelah kejedot cm nangis bntr n memar aja tpi saya tetap khawatir perlu ct scan ga ya 
keluwar,keluar,dok anak saya umur bulan dari lahir minumnya asi susu formula karena diawal dia lahir asinya belum keluwar setelah keluwar asinya hanya sedikit gimana cara memperlancar asi ya karena klo asinya pas ga deras anaknya ga mau minum asi klo pakai pompa asi hanya untuk mancing supaya asinya keluwar saja ada efek buruknya ga ya trimakasih
wlaupun,wlaupun,mhon solusiny anaku umur tahun dua minggu yg lalu diare tp bab ny hnya sekali sehari kdang encer air kdang kntel yg sya hwatirkn dia sering ngeluh perutny sakit hmpir tiap menit jam wlaupun bab ny dh normal skrg dh mo msuk minggu 
bilg,bilang,dok saya mau tnya kenapa blan ini saya datang bulan nya g seperti biyasanya klu bulan kemarin saya dtg bulan nya deres klu skrg cuma flek doang itu penyebab nya apa ya dok ada yg bilg kalau flek doang tanda nya hamil tpi uda sya tp hasil nya negatif pdhal uda berharap bgt punya momongan sebelum nya mksi dok
sbnyk,sebanyak,dok saya ingin bertanya saya mens trakhir tgl jan dan berakhr pada tgl jan saya trakhr bethubungn tgl jan dan mens saya rutin tgl biasanya dok namun tgl feb kmrn kluar darah dok tp tdk sbnyk ktika mens norml dan berakhr pada tgl feb sblm kluar darah saya mrasa sakit pert seperti mau mens dok tp yg kluar mlh cairan kuning hari kmudian baru darah yg kluar dok saya ke dokter kandungn dan di usg tdk ada kntung janin dan testpack jg ngtf dan katany darah yg kluar adalh darah mens saya msh bingung skrg dok ap mmng hsl usg dan testpack mmng sdh akurat saya tdk hml trs knp payudara saya sakit dok dan pert juga tbal sbnrny ini ciri hml bkn trims
moloco,.,slmat malam dok saya ingin tanya apa merk jamu pelancar asi yg bagus agar asi banyak krna saya sdah konsumsi sayur buah vitamin moloco dan asifit tetap sama saja asi saya masih sedikit dan belum bnyk
grak,gerak,apakah berbahaya atau mengarah ke flek paru ya dok di hidung suara grak gruk seperti pilek tp tidak meler apa penyebab dan cara mengatasi terima kasih
buln,bulan,nanya bayi berak tiap jm trus ngpa ya dok kyk kluar drah jga umur buln bsk
hasinya,hasil,dok sy mau tanya saya biasanya m tiap tg tapi sampai tgl blm juga dapet pas malam tgl saya cek paketaspack hasinya titik warna merah tapi samar apakah saya hamil atau bagaimana kalau ada rekomendasi kira obat biar saya lancar m lagi apa trmksh
ngefleg,ngeflek,dok saya mo tanya donk saya kn emng biasa ny datang bln ny sering telat nah akhir nie saya datang bulan ny cmn ngefleg thu pun cmn dua pe tiga hari trs dok bln nie saya ngefleg senin n selasa trs rabu pe sabtu dh gak kluar trs mnggu n senin ngefleg lgi mnurut dokter knp y dok thu ngleg ny cmn sedikit bngt mohon d jawab y dok makasih
badrest,.,dok maaf saya mau bertanya sekarang saya sedang mengandung sudah minggu akan tetapi sudah minggu ini awalnya sich cuma plek coklat saya badrest di rs tp udah hr ini keluar darah seperti haid tidak banyak tapi lumayan pagi ini saya usg hasilnya janin masih bagus yang saya mau tanyakan dok apa saya bisa pertahanin janin ini sampay kapan saya pendarahan sperti ini apa yang saya harus lakuin apakah ada hamil seperti saya 
sampay,sampai,dok maaf saya mau bertanya sekarang saya sedang mengandung sudah minggu akan tetapi sudah minggu ini awalnya sich cuma plek coklat saya badrest di rs tp udah hr ini keluar darah seperti haid tidak banyak tapi lumayan pagi ini saya usg hasilnya janin masih bagus yang saya mau tanyakan dok apa saya bisa pertahanin janin ini sampay kapan saya pendarahan sperti ini apa yang saya harus lakuin apakah ada hamil seperti saya 
trimasih,trima kasih,nama saya siska usia th saya sudah menikah sejak thun kalu tapi saya blm dikaruniai baby mohon bimbingannya dok sudah segala macam saya lakukan sampe alternatif tetapi masih saja blm ada tanda dok trimasih dik
natau,gatahu,siang dok dok sya mau brtnya n masa bersalin saya tinggal menghitung hari nperkiraan tanggal maret besok ntp ko saya sdah hr ni mengluarkan darah sperti datang bulan tpi saya tdak mrasakan apa napa ni ada masalah kehamilan saya natau faktor mkanan yg sring sya makan natau ni tanda akan segera mlahirkan n ditunggu jwbnya y dok 
nikh,nikah ,sy mau tanya dokter sy udh nikh jln bln skrng knp menstruasi istri sy tdk tratur mlh bln skli dok menstruasiny tp sblm nikh menstruasiny lncr sy mimta solusi ny dok trksih
rncna,rencana,malam dok usia khmilan sy mnggu apkah aman jika bpergian ke kluar negeri new zealand rncna brngkat tgl maret n slama ini blum ad gngguan yg sy rsakan mksih jwbanx dok 
mengatsi,mengatasi,asslm dok sya tika anak sya skrg umurnya bln anak sya suka bab dok sehari smpe x gmn itu dok mnknx jg susah jd bdanx g naik dok beratx jd bgmn untuk mengatsi supya g srg bab dok trmaksh 
dimnum,minum,dok aq skrg lg batuk pilek uk week obat alami yg aman apa ya dok oya apa boleh folamil genio dimnum dr uk skrg sdangkan aq asma 
gmuk,gemuk,dok kb apa yang aman dan tdk bkin gmuk sy blm prnh kb skrg lg hmil anak kedua
mersakn,merasakan,mlm sya mau tanya bln nie sya sempet telat minggu dn hsil nx pun positif tpi yg sya buat bingung awal nx ngeplek tpi kya orang lg mens sya pun ahir nx ke dokter kndungan kta nx rahim sya dch bersih mank bsa yh ke guguran tampa mersakn apa pun 
pnjg,panjang ,slm knl nama sya tika usia subang dok hpht sya feb skrg blm mens trlmbt hri di test pack negtv siklus sya pnjg dok hri masa suburnya kira tgl brpa yg sya rasakn skrg tu pusing dan badan sakit ngilu terima kasih atas jawababnnya 
trlat,terlambat,slmt siang dokter maaf dokter sya mau nanya npa y men sya trlat dlm bln ni bln kmrin trlat minggu br dtg n bln ni trlat seminggu 
